first_name,log_labor_income,female,female_pred,R
elin,8.544808358449211,NA,1,0
margit,8.045588280803528,NA,0,0
else,7.640123172695364,NA,1,0
mathilda,7.313220387090301,NA,0,0
anna,7.940939762327791,1,1,1
anna,7.258412150595307,NA,1,0
emma,7.038783541388542,NA,1,0
anna,7.313220387090301,NA,1,0
karl,8.970813341411448,NA,0,0
carl,8.601534339849989,NA,0,0
wolf,8.125630988477065,0,0,1
greta,7.313220387090301,NA,1,0
erik,7.803843303538772,NA,0,0
edla,7.444248649496705,NA,1,0
carl,7.824046010856292,NA,0,0
klara,7.4205789054108005,NA,1,0
alina,7.138866999945524,NA,0,0
mathilda,7.090076835776092,NA,0,0
karl,8.796338932845732,NA,0,0
maria,7.313220387090301,NA,1,0
anna,6.7912214627261855,NA,1,0
karl,8.364042011922063,NA,0,0
hilda,8.823206220552741,NA,1,0
anders,10.027031738627583,NA,0,0
hilma,7.333023014386481,NA,1,0
thor,9.954180666851647,NA,0,0
emma,7.313220387090301,NA,1,0
elsa,8.352318548226004,NA,1,0
karin,8.205218426395412,NA,1,0
carl,6.907755278982137,NA,0,0
inez,6.684611727667927,1,0,1
märta,8.34283980427146,NA,1,0
irma,8.525161361065415,NA,0,0
signe,7.047517221357296,1,0,1
anton,8.586719254064848,NA,0,0
claes,7.718685495198466,0,0,1
augusta,7.22983877815125,NA,1,0
frans,8.87905466204227,NA,0,0
anna-lisa,7.313220387090301,NA,0,0
carl,9.323669057283185,NA,0,0
anna,7.791522819150732,NA,1,0
jan,11.669587274983606,NA,0,0
alma,7.461640392208575,NA,1,0
frida,7.358830898342354,NA,1,0
elise,7.313220387090301,NA,1,0
greta,7.313220387090301,NA,1,0
john,8.517193191416238,0,0,1
fabian,9.033603193476129,NA,0,0
sofia,6.917705609835305,NA,1,0
august,13.37316878726845,NA,0,0
ellen,7.313220387090301,NA,1,0
emelie,7.313220387090301,NA,1,0
agda,7.313220387090301,NA,0,0
karl,9.526609901279876,NA,0,0
ebba,7.313220387090301,NA,1,0
ebba,7.215239978730097,NA,1,0
nils,8.294049640102028,NA,0,0
per,7.02108396428914,NA,0,0
lars,8.771835409789817,NA,0,0
hjalmar,9.522958929717996,NA,0,0
elisabet,7.090076835776092,NA,1,0
kristina,7.824046010856292,NA,1,0
karl,7.955074273262696,NA,0,0
gertrud,7.962067308753666,NA,1,0
mathilda,6.684611727667927,NA,0,0
oskar,9.903487552536127,NA,0,0
sven,7.495541943884256,NA,0,0
ada,7.824046010856292,NA,0,0
johan,8.691146498539675,NA,0,0
aina,7.691656822810547,NA,0,0
eino,8.04237800517328,NA,0,0
frithiof,5.298317366548036,NA,0,0
johan,8.104703468371108,NA,0,0
per,7.600902459542082,NA,0,0
axel,8.444622498581403,NA,0,0
eva,7.24422751560335,NA,1,0
per,8.536995818712418,NA,0,0
berta,8.234830280442056,NA,1,0
anna,8.166216268592143,NA,1,0
arvid,8.268731832117737,NA,0,0
per,8.316300249036848,NA,0,0
per,7.396335293800808,NA,0,0
jenny,8.34283980427146,NA,1,0
tekla,7.955074273262696,NA,1,0
lilli,8.06777619577889,NA,0,0
knut,8.160518247477505,NA,0,0
august,8.316300249036848,NA,0,0
david,8.448914350662942,NA,0,0
emil,8.294049640102028,NA,0,0
albin,8.294049640102028,NA,0,0
emelia,7.904703913873747,NA,1,0
anna,7.495541943884256,NA,1,0
maria,7.649692623711514,1,1,1
hjalmar,8.294049640102028,NA,0,0
knut,8.160518247477505,NA,0,0
gertrud,7.414572881350589,NA,1,0
gerda,8.083328608786376,NA,1,0
oiva,8.25582842728183,1,0,1
augusta,7.495541943884256,NA,1,0
fritz,8.59044365315583,NA,0,0
kurt,7.580699752224563,NA,0,0
oskar,8.373322820996535,0,0,1
agnes,6.697034247666484,1,1,1
august,8.573573524852344,NA,0,0
knut,8.335671314792847,NA,0,0
anna,6.565264970035361,NA,1,0
mimmie,7.495541943884256,NA,0,0
svante,8.006367567650246,NA,0,0
helge,8.48879371689454,NA,0,0
carl,9.441452092939569,NA,0,0
alma,7.745002803515839,NA,1,0
rut,6.927557906278317,NA,0,0
olof,8.476371196895983,NA,0,0
frans,8.37793112408273,NA,0,0
johan,8.160518247477505,NA,0,0
oskar,8.4096079807363,NA,0,0
knut,8.160518247477505,NA,0,0
gustaf,8.592300663903043,NA,0,0
mariana,8.039157390473237,NA,1,0
fredrik,8.699514748210191,0,0,1
johan,8.160518247477505,NA,0,0
emilia,7.762170607138205,NA,1,0
georgina,8.250620082174692,NA,1,0
karl,8.229511118964457,0,0,1
hillevi,7.791522819150732,NA,0,0
emmy,7.313220387090301,NA,0,0
carl,8.294049640102028,NA,0,0
wiktor,7.064759027791802,0,0,1
edla,7.824046010856292,NA,1,0
geza,8.21878715560148,NA,0,0
johan,8.61431990214696,NA,0,0
anna,7.506591780070841,NA,1,0
august,8.24800570160062,NA,0,0
gustaf,8.826147399143558,NA,0,0
josef,8.294049640102028,NA,0,0
ingeborg,8.221478947267192,NA,1,0
karl,8.389359819906353,NA,0,0
johan,8.451053388911692,NA,0,0
johan,8.867850063029406,0,0,1
johan,8.294049640102028,NA,0,0
karl,7.047517221357296,NA,0,0
johan,8.599694412927981,NA,0,0
wilhelmina,7.455876687491824,NA,1,0
erik,8.463792414689122,NA,0,0
karl,8.1886891244442,NA,0,0
carl,8.364042011922063,NA,0,0
julianus,8.17188200612782,NA,0,0
walter,8.66561319653451,0,0,1
august,7.313220387090301,NA,0,0
anna,7.620705086838262,1,1,1
lovisa,7.313220387090301,NA,1,0
matilda,7.996317231796746,NA,1,0
johan,8.357024439263416,NA,0,0
ernst,7.600902459542082,NA,0,0
johan,7.982757702011113,NA,0,0
karl,8.765614549914716,NA,0,0
albin,8.116715624819111,0,0,1
johan,8.294049640102028,NA,0,0
elsa,7.7664168980196555,NA,1,0
matilda,8.077136638538454,NA,1,0
karl,8.006367567650246,NA,0,0
gustaf,8.1886891244442,NA,0,0
carl,8.330863613224745,NA,0,0
thor,7.9724660159745655,0,0,1
karl,8.435983135990694,NA,0,0
emma,7.9229859587111955,NA,1,0
karl,8.584851839890053,NA,0,0
wictor,8.146129510025405,NA,0,0
emil,8.210668031162976,NA,0,0
anna,7.937374696163295,NA,1,0
knut,8.382518288089635,NA,0,0
evert,6.7912214627261855,0,0,1
johan,8.68946441235669,NA,0,0
sven,8.62155320674048,NA,0,0
lieba,7.313220387090301,NA,0,0
josef,7.682482446534506,NA,0,0
benjamin,8.026170194946426,NA,0,0
carl,7.958576903813898,NA,0,0
hildegard,7.600902459542082,NA,1,0
ivan,9.80807736773147,NA,0,0
josef,8.387084506069217,NA,0,0
eva,8.14902386805177,NA,1,0
kristina,7.170119543449628,NA,1,0
karl,9.659503335350067,NA,0,0
richard,9.533148246403337,NA,0,0
hedvig,7.138866999945524,NA,1,0
theodor,8.931948346431495,NA,0,0
sven,8.517193191416238,NA,0,0
karolina,8.517193191416238,NA,1,0
gunhild,7.484368643286131,NA,0,0
elsa,8.14902386805177,NA,1,0
alice,7.495541943884256,NA,0,0
frans,9.50151633368222,NA,0,0
anna,7.24422751560335,NA,1,0
emil,8.794824928014517,NA,0,0
fredrika,7.154615356913663,NA,1,0
knut,8.507142855562735,0,0,1
karl,8.37793112408273,NA,0,0
karl,6.131226489483141,NA,0,0
olof,8.773384596776648,NA,0,0
fritz,8.630521876723241,NA,0,0
john,8.573573524852344,NA,0,0
karl,8.517193191416238,0,0,1
axel,8.793308627496552,NA,0,0
hildur,7.696212639346407,NA,1,0
ernst,8.04237800517328,NA,0,0
axel,8.294049640102028,NA,0,0
knut,8.71768205216564,0,0,1
anna,7.495541943884256,NA,1,0
gunnar,8.431635303054591,NA,0,0
erik,9.027618735160889,NA,0,0
carl,8.536995818712418,NA,0,0
ernst,8.364042011922063,NA,0,0
gustaf,8.294049640102028,0,0,1
gustaf,8.37793112408273,NA,0,0
carl,10.036706396322352,NA,0,0
ester,7.090076835776092,NA,1,0
amalia,7.333023014386481,1,1,1
maria,7.600902459542082,1,1,1
knut,10.064330077652958,NA,0,0
naemi,7.170119543449628,NA,0,0
anton,8.131530710604252,NA,0,0
erik,9.257223957875032,NA,0,0
gerda,7.313220387090301,NA,1,0
georg,8.393894975071744,NA,0,0
augusta,7.9996785794994505,NA,1,0
maria,7.630461261783627,1,1,1
gerda,8.107720061910534,NA,1,0
axel,8.294049640102028,NA,0,0
lilly,6.461468176353717,NA,0,0
johan,8.746716349694486,NA,0,0
emma,8.196987927258897,NA,1,0
ester,8.729073550451737,NA,1,0
jossel,8.737131611781498,NA,0,0
josef,7.2078598714324755,NA,0,0
margit,7.996317231796746,NA,0,0
ernst,8.420682291035394,1,0,1
alfhild,6.345636360828596,NA,0,0
herman,8.318742252692399,0,0,1
emil,8.499029220788566,NA,0,0
arvid,9.940301525658844,NA,0,0
edit,7.24422751560335,NA,1,0
otto,8.006367567650246,NA,0,0
e_,6.579251212010101,NA,0,0
otto,7.8119734296220225,NA,0,0
ture,7.600902459542082,0,0,1
engla,7.560080465021827,NA,0,0
maria,7.955074273262696,NA,1,0
gustaf,8.294049640102028,NA,0,0
johan,8.696175846944678,NA,0,0
axel,8.400659375160286,NA,0,0
ruben,8.389359819906353,NA,0,0
bror,8.478452363099807,NA,0,0
gurli,7.3901814282264295,NA,0,0
axel,7.038783541388542,NA,0,0
beda,7.8898337513942955,NA,0,0
erik,8.457443187010464,NA,0,0
johan,7.640123172695364,NA,0,0
karl,8.207946941048617,NA,0,0
frida,7.170119543449628,NA,1,0
johanna,7.709756864454165,NA,1,0
johan,8.52912176228151,NA,0,0
karl,8.389359819906353,NA,0,0
karl,8.294049640102028,NA,0,0
signe,7.539027055823995,NA,0,0
karl,8.459564078579602,NA,0,0
karl,8.160518247477505,NA,0,0
karin,7.528331766707247,NA,1,0
nils,6.813444599510896,NA,0,0
berta,7.965545573129992,1,1,1
axel,8.368693183097793,NA,0,0
gustaf,7.824046010856292,NA,0,0
kurt,7.824046010856292,NA,0,0
elena,8.425077902508432,NA,0,0
albert,8.006367567650246,NA,0,0
fredrik,8.37793112408273,0,0,1
nils,7.5652752818989315,NA,0,0
david,8.599694412927981,0,0,1
carl,8.294049640102028,NA,0,0
rut,7.1853870155804165,NA,0,0
svea,7.824046010856292,NA,0,0
karl,8.006367567650246,NA,0,0
kurt,8.48673398393153,0,0,1
nils,8.472195825485501,NA,0,0
karl,8.294049640102028,NA,0,0
beda,7.912056888179006,NA,0,0
gustaf,8.699514748210191,NA,0,0
gustafedward,8.294049640102028,NA,0,0
kerstin,8.480529207044645,NA,1,0
hilda,6.877296071497429,NA,1,0
linus,8.992184362173012,NA,0,0
konrad,8.677609912822142,NA,0,0
erik,8.098642843759418,NA,0,0
johan,8.499029220788566,NA,0,0
johan,8.719317375506371,NA,0,0
margareta,7.8119734296220225,NA,1,0
johan,8.391629968440892,NA,0,0
maria,6.396929655216146,NA,1,0
nils,9.395989718862811,NA,0,0
juliana,7.313220387090301,NA,0,0
nils,8.881836305004146,0,0,1
karl,8.294049640102028,0,0,1
ester,7.824046010856292,NA,1,0
frans,8.834919385216395,NA,0,0
emil,8.866440619526173,NA,0,0
elsa,7.944492163932159,NA,1,0
carl,8.294049640102028,0,0,1
ida,8.554488976159934,NA,1,0
gertrud,7.783224016336037,NA,1,0
hulda,7.904703913873747,NA,1,0
erik,8.556413904569519,NA,0,0
ellen,8.086410275323782,NA,1,0
irene,7.495541943884256,1,0,1
wiktor,8.556413904569519,NA,0,0
emma,7.930206206684683,NA,1,0
tyra,8.101677747454572,NA,1,0
edit,8.113726085970747,1,1,1
johan,10.428807622452572,0,0,1
lovisa,7.313220387090301,NA,1,0
paul,8.748304912379623,NA,0,0
anna,7.24422751560335,NA,1,0
anders,8.794824928014517,NA,0,0
anna,7.313220387090301,NA,1,0
teodor,8.881836305004146,NA,0,0
carl,9.591512787515303,NA,0,0
carl,8.8023721336499,NA,0,0
selma,6.802394763324311,NA,1,0
karl,8.808369153122275,NA,0,0
edith,8.903815211722922,NA,0,0
calla,8.660427359502146,NA,0,0
gustaf,8.194229304819817,NA,0,0
julia,6.672032945461067,NA,1,0
lars,8.077136638538454,NA,0,0
gustaf,8.702842538302868,NA,0,0
ernst,8.612503371220562,NA,0,0
david,8.987196820661973,NA,0,0
hedvig,7.170119543449628,NA,1,0
arvid,7.824046010856292,0,0,1
anders,8.226840890408578,NA,0,0
thomas,8.448914350662942,NA,0,0
johan,7.6638772587034705,NA,0,0
gustaf,7.9229859587111955,NA,0,0
gustaf,7.333023014386481,NA,0,0
carl,8.382518288089635,NA,0,0
carl,7.832014180505469,NA,0,0
erik,8.375629627094451,0,0,1
hjalmar,8.384804003370492,0,0,1
arhur,5.480638923341991,NA,0,0
augusta,7.723120092266331,NA,1,0
alfred,8.684401110400144,NA,0,0
brita,7.215239978730097,NA,1,0
johan,8.366370301681654,NA,0,0
gustaf,7.824046010856292,NA,0,0
fredrik,8.51919119407891,NA,0,0
johan,8.87346805533363,NA,0,0
ernst,8.913281137711804,NA,0,0
erik,7.696212639346407,NA,0,0
karl,9.691531190612483,NA,0,0
sigrid,7.313220387090301,NA,1,0
hjalmar,8.92399074475818,NA,0,0
karl,8.448914350662942,NA,0,0
elsa,7.038783541388542,NA,1,0
josef,7.047517221357296,NA,0,0
signe,8.634086942887738,NA,0,0
rosa,7.495541943884256,NA,0,0
karl,9.392661928770137,NA,0,0
lilly,7.313220387090301,NA,0,0
hulda,8.039157390473237,NA,1,0
nils,7.955074273262696,NA,0,0
uno,9.615805480084347,0,0,1
anna,7.495541943884256,NA,1,0
anna,8.546751993657782,NA,1,0
georg,8.472195825485501,NA,0,0
erik,9.463430999658344,NA,0,0
alice,8.484669999710677,NA,0,0
nils,8.234830280442056,NA,0,0
inez,8.357024439263416,NA,0,0
axel,8.607033895416027,NA,0,0
ulrika,7.937374696163295,NA,1,0
frans,8.294049640102028,NA,0,0
karl,8.416267272826277,NA,0,0
ida,6.835184586147301,NA,1,0
karl,7.326465613840322,NA,0,0
karl,8.160518247477505,NA,0,0
nils,8.517193191416238,NA,0,0
ernst,8.242756345714477,NA,0,0
herman,7.313220387090301,NA,0,0
anna,7.27931883541462,1,1,1
israel,9.685953239986429,0,0,1
robert,8.122668023346407,NA,0,0
sara,7.783224016336037,NA,1,0
per,9.165343006045447,NA,0,0
sven,6.802394763324311,NA,0,0
karl,8.977146484808472,NA,0,0
johannes,8.006367567650246,NA,0,0
arvid,11.535958164080801,NA,0,0
karin,7.313220387090301,NA,1,0
emma,7.820037989458753,NA,1,0
edla,7.122866658599083,NA,1,0
alfrida,7.495541943884256,NA,1,0
curt,7.4673710669175595,NA,0,0
velina,7.090076835776092,NA,0,0
hedvig,7.3901814282264295,NA,1,0
olof,8.511175119090675,NA,0,0
august,8.515191188745565,NA,0,0
knut,8.599694412927981,NA,0,0
viktoria,7.003065458786462,NA,0,0
gustaf,8.268731832117737,0,0,1
johan,8.540909718033554,NA,0,0
rickard,8.639410824140487,NA,0,0
anders,8.318742252692399,NA,0,0
ingrid,8.425077902508432,NA,1,0
elna,7.5443321080536885,1,0,1
karl,8.125630988477065,0,0,1
thyra,8.098642843759418,NA,0,0
per,8.560252680876685,NA,0,0
axel,8.544808358449211,NA,0,0
anders,8.303999970955196,NA,0,0
signe,7.9724660159745655,NA,0,0
eva,7.727535110475448,NA,1,0
jenny,8.070906088787819,NA,1,0
karl,8.959311617172437,NA,0,0
johan,7.560080465021827,NA,0,0
gurly,8.107720061910534,NA,0,0
ellen,7.313220387090301,NA,1,0
fanny,8.250620082174692,NA,0,0
per,8.674196940225903,NA,0,0
anna,8.433811582477187,NA,1,0
erik,8.294049640102028,NA,0,0
anna,7.047517221357296,NA,1,0
agnes,7.723120092266331,NA,1,0
klas,8.546751993657782,NA,0,0
karl,8.382518288089635,NA,0,0
vanja,7.90100705199242,NA,0,0
hedvig,8.110727582974489,NA,1,0
edvin,9.95227771670556,NA,0,0
rut,7.251344983372214,NA,0,0
bror,9.702594610156739,NA,0,0
elin,7.313220387090301,1,1,1
ernst,9.682840881420505,NA,0,0
karl,7.313220387090301,NA,0,0
tor,10.388995368317829,NA,0,0
karin,7.313220387090301,NA,1,0
rut,7.687080155783135,NA,0,0
karl,8.006367567650246,NA,0,0
maria,6.907755278982137,NA,1,0
karl,7.326465613840322,NA,0,0
elsa,7.495541943884256,NA,1,0
ingrid,7.933796874815411,NA,1,0
eva,7.723120092266331,NA,1,0
frida,7.659171367666058,NA,1,0
maria,7.200424892944957,NA,1,0
ida,7.575584651557793,NA,1,0
carl,8.242756345714477,NA,0,0
ida,6.802394763324311,NA,1,0
carl,8.006367567650246,NA,0,0
fredrik,8.699514748210191,NA,0,0
ida,8.13739583005665,NA,1,0
amanda,7.824046010856292,NA,1,0
gustaf,8.476371196895983,NA,0,0
carl,8.52912176228151,NA,0,0
anna,8.006367567650246,NA,1,0
ture,8.741935464094144,NA,0,0
axel,8.556413904569519,NA,0,0
karl,8.476371196895983,NA,0,0
emilia,6.396929655216146,NA,1,0
carl,8.925321416943886,NA,0,0
sixten,7.948031990637284,NA,0,0
johan,8.242756345714477,NA,0,0
frans,8.753055515138222,NA,0,0
beda,7.313220387090301,NA,0,0
viktor,8.294049640102028,0,0,1
georg,8.21878715560148,NA,0,0
sally,7.8709295967551425,NA,0,0
julia,7.90100705199242,1,1,1
carl,7.824046010856292,NA,0,0
carl,7.8119734296220225,0,0,1
bengta,6.907755278982137,NA,1,0
anna,7.3777589082278725,NA,1,0
sven,8.340456012916183,NA,0,0
nils,7.3777589082278725,NA,0,0
rickard,7.600902459542082,NA,0,0
august,8.330863613224745,NA,0,0
carl,8.294049640102028,NA,0,0
johan,8.347590407030058,NA,0,0
anna,7.170119543449628,NA,1,0
ida,7.495541943884256,NA,1,0
johannes,8.131530710604252,NA,0,0
ernst,8.987196820661973,NA,0,0
siri,7.590852123688581,NA,0,0
helge,6.907755278982137,NA,0,0
konrad,8.294049640102028,0,0,1
frida,7.824046010856292,NA,1,0
conrad,8.770283819098399,NA,0,0
carl,8.515191188745565,0,0,1
signe,8.160518247477505,NA,0,0
carl,7.696212639346407,NA,0,0
carl,8.607033895416027,NA,0,0
gösta,8.210668031162976,NA,0,0
josef,8.34283980427146,NA,0,0
john,8.1859074814823245,NA,0,0
david,8.039157390473237,NA,0,0
karl,8.296546520300614,NA,0,0
axel,8.294049640102028,NA,0,0
anders,8.242756345714477,NA,0,0
elvi,7.438383530044307,NA,0,0
karl,7.783224016336037,NA,0,0
fredrika,7.600902459542082,NA,1,0
gustaf,8.242756345714477,NA,0,0
anna,7.313220387090301,NA,1,0
anna,7.333023014386481,NA,1,0
emmy,7.506591780070841,NA,0,0
tyra,7.333023014386481,NA,1,0
julia,7.630461261783627,NA,1,0
karin,7.495541943884256,NA,1,0
annie,7.4673710669175595,NA,1,0
helga,7.3777589082278725,NA,0,0
signe,7.762170607138205,NA,0,0
ida,7.450079569807499,NA,1,0
olga,7.22983877815125,1,0,1
klara,7.8632667240095735,1,1,1
anna,7.791522819150732,NA,1,0
signe,7.727535110475448,NA,0,0
karin,7.438383530044307,NA,1,0
anna,6.907755278982137,NA,1,0
ture,8.294049640102028,NA,0,0
karl,8.294049640102028,0,0,1
karl,8.425077902508432,NA,0,0
peter,7.600902459542082,NA,0,0
anders,7.090076835776092,NA,0,0
emma,7.828038032125829,NA,1,0
elin,7.590852123688581,NA,1,0
elin,7.61085279039525,NA,1,0
kristina,7.52294091807237,NA,1,0
greta,7.549609165154532,NA,1,0
karin,7.52294091807237,NA,1,0
signe,6.802394763324311,NA,0,0
signe,7.696212639346407,NA,0,0
emma-maria,7.855544677915663,NA,0,0
johan,7.824046010856292,NA,0,0
ester,7.313220387090301,NA,1,0
hilma,7.533693709848633,NA,1,0
erik,8.400659375160286,NA,0,0
brita,8.146129510025405,1,1,1
vilhelm,8.637639344492104,NA,0,0
anna,4.787491742782046,NA,1,0
anna,7.313220387090301,NA,1,0
johan,7.090076835776092,NA,0,0
anna,7.783224016336037,1,1,1
birgitta,7.979338895262328,NA,0,0
anna,7.787382026484701,NA,1,0
sven,7.3777589082278725,NA,0,0
emil,8.478452363099807,NA,0,0
berta,6.897704943128636,NA,1,0
berta,7.313220387090301,NA,1,0
august,8.157657015196472,NA,0,0
carl,8.906528917594517,NA,0,0
hildur,8.1886891244442,NA,1,0
per,7.090076835776092,NA,0,0
karl,7.919356190660617,0,0,1
axel,7.7406644019172415,NA,0,0
frans,8.338066525518801,NA,0,0
margit,7.090076835776092,NA,0,0
elsa,8.400659375160286,NA,1,0
astrid,8.101677747454572,NA,0,0
barbro,7.795646536334594,NA,0,0
august,8.56216655705897,NA,0,0
karl,7.7406644019172415,NA,0,0
ebba,7.258412150595307,NA,1,0
august,8.51919119407891,NA,0,0
karl,9.316500567804573,NA,0,0
johan,8.653470809708786,NA,0,0
simon,8.472195825485501,NA,0,0
doris,7.975908360165538,1,0,1
august,8.564076777315087,NA,0,0
adolf,8.484669999710677,NA,0,0
nils,7.3777589082278725,0,0,1
hilmer,7.495541943884256,NA,0,0
carl,8.160518247477505,0,0,1
fritz,8.242756345714477,NA,0,0
ivar,8.463792414689122,NA,0,0
otto,8.294049640102028,NA,0,0
frans,8.414052432496725,NA,0,0
anna,8.517193191416238,NA,1,0
axel,8.077136638538454,NA,0,0
bror,8.229511118964457,NA,0,0
karl,8.420682291035394,0,0,1
berta,5.393627546352362,NA,1,0
oskar,8.762489547371581,NA,0,0
edit,7.090076835776092,NA,1,0
axie,7.313220387090301,1,0,1
herman,8.283999304248526,NA,0,0
johanna,7.912056888179006,NA,1,0
edvin,8.210668031162976,NA,0,0
algot,8.34283980427146,NA,0,0
elin,8.271292652979412,NA,1,0
per,7.326465613840322,NA,0,0
joel,7.937374696163295,NA,0,0
anders,8.823206220552741,NA,0,0
anna,6.633318433280377,NA,1,0
john,5.8289456176102075,0,0,1
carl,9.132378830506472,NA,0,0
viktor,10.272288676272701,NA,0,0
elin,7.313220387090301,NA,1,0
erik,6.907755278982137,NA,0,0
ida,7.306531398939505,NA,1,0
carl,8.294049640102028,NA,0,0
oskar,8.411832675758411,0,0,1
olga,7.867105500316739,NA,0,0
ivan,9.035986984831405,NA,0,0
gurli,7.258412150595307,NA,0,0
edvin,7.600902459542082,0,0,1
brita,6.937314081223682,NA,1,0
berta,8.216088098632316,NA,1,0
josef,8.626944055375356,NA,0,0
ernst,8.375629627094451,NA,0,0
karl,9.615805480084347,NA,0,0
lovisa,8.463792414689122,NA,1,0
fritz,8.968268810776454,NA,0,0
hilma,7.600902459542082,NA,1,0
karl,8.646465527120377,NA,0,0
knut,7.736307096548285,NA,0,0
fritz,7.528331766707247,NA,0,0
karl,8.56216655705897,NA,0,0
helga,7.495541943884256,NA,0,0
alf,8.764053269347762,NA,0,0
maria,8.400659375160286,NA,1,0
frans,8.68609172787805,NA,0,0
alva,7.162397497355718,NA,0,0
axel,8.670772279344538,NA,0,0
joel,8.651724084373843,NA,0,0
karl,7.736307096548285,NA,0,0
elin,7.7706452341291765,NA,1,0
elis,7.803843303538772,NA,0,0
sten,7.9229859587111955,NA,0,0
elisabet,8.101677747454572,NA,1,0
karl,7.222566018822171,NA,0,0
hilda,7.8119734296220225,NA,1,0
agda,7.495541943884256,NA,0,0
karl,8.160518247477505,NA,0,0
kuno,8.1886891244442,NA,0,0
karl,8.517193191416238,NA,0,0
hilda,7.824046010856292,NA,1,0
nils,9.400133943608838,NA,0,0
axel,8.242756345714477,0,0,1
fritz,8.242756345714477,NA,0,0
anna,6.396929655216146,NA,1,0
emma,7.24422751560335,NA,1,0
frans,7.3777589082278725,NA,0,0
karl,8.160518247477505,NA,0,0
emil,8.242756345714477,NA,0,0
john,8.480529207044645,NA,0,0
angelin,8.077136638538454,NA,0,0
huildur,8.303999970955196,1,0,1
agnes,7.682482446534506,NA,1,0
elin,7.8399193600125825,NA,1,0
ellen,7.8399193600125825,1,1,1
gerda,7.8399193600125825,NA,1,0
hjalmar,8.699514748210191,NA,0,0
eda,7.600902459542082,NA,0,0
ernst,8.484669999710677,NA,0,0
pehr,8.416267272826277,NA,0,0
josef,9.052516286782616,NA,0,0
amanda,7.495541943884256,NA,1,0
nils,9.622450022803015,NA,0,0
johan,9.883284845218608,NA,0,0
anna,8.361708288575842,NA,1,0
ivar,9.72495879398087,NA,0,0
lisa,7.6255950721324535,NA,1,0
konrad,8.558335134747413,NA,0,0
augusta,7.919356190660617,NA,1,0
carl,8.94767606249969,NA,0,0
nanny,8.51919119407891,NA,1,0
gustaf,8.151909872940905,NA,0,0
selma,4.941642422609304,NA,1,0
axel,6.937314081223682,NA,0,0
helga,7.326465613840322,NA,0,0
viktor,8.382518288089635,NA,0,0
emma,8.216088098632316,1,1,1
johan,8.183118079394745,NA,0,0
olof,8.62515033292133,NA,0,0
carl,8.521185212685776,NA,0,0
greta,8.174702882469461,NA,1,0
lars,8.316300249036848,NA,0,0
per,8.608860379942062,NA,0,0
jonna,7.989560449333865,NA,0,0
ebba,7.352441100243583,NA,1,0
margareta,7.426549072397305,NA,1,0
knut,8.349957272040324,NA,0,0
ester,7.313220387090301,NA,1,0
johan,8.496990484098719,NA,0,0
knut,8.626944055375356,0,0,1
anna,7.696212639346407,NA,1,0
gusten,8.411832675758411,NA,0,0
anna,6.756932389247553,1,1,1
carl,8.58858318750291,NA,0,0
eva,7.533693709848633,NA,1,0
einar,8.289037098278483,NA,0,0
anna,8.169053149927343,NA,1,0
knut,8.446770727119691,NA,0,0
august,8.527143522269405,0,0,1
johan,8.935903526274423,NA,0,0
maria,6.966024187106113,1,1,1
edvard,8.85366542803745,0,0,1
hedvig,8.1886891244442,NA,1,0
carl,10.126631103850338,NA,0,0
lisa,7.1308988302963465,NA,1,0
karl,9.108307646411031,NA,0,0
hans,7.90100705199242,NA,0,0
teckla,7.313220387090301,NA,0,0
gustaf,8.987196820661973,NA,0,0
nils,8.490849216076635,NA,0,0
nils,8.242756345714477,NA,0,0
axel,8.85366542803745,NA,0,0
ernst,8.612503371220562,NA,0,0
petter,8.177515823846075,NA,0,0
claes,9.931588982647003,NA,0,0
frans,8.743531633626967,NA,0,0
carl,7.01211529430638,NA,0,0
ludvig,8.756210091886738,0,0,1
nils,8.425077902508432,NA,0,0
august,7.727535110475448,NA,0,0
johannes,8.242756345714477,NA,0,0
johan,7.8160138391590275,NA,0,0
annalisa,7.649692623711514,1,0,1
carl,8.891511570527564,NA,0,0
karl,7.251344983372214,NA,0,0
kurt,7.7142311448490855,NA,0,0
ernst,7.600902459542082,NA,0,0
frans,8.51919119407891,NA,0,0
vilhelm,9.680344001221918,NA,0,0
johan,8.431635303054591,NA,0,0
adolf,8.294049640102028,NA,0,0
otto,8.740336742730447,NA,0,0
astrid,8.691146498539675,NA,0,0
carl,9.627075072342578,0,0,1
sara,7.313220387090301,NA,1,0
gärda,7.600902459542082,NA,0,0
christina,8.40737832540903,NA,0,0
emma,7.495541943884256,NA,1,0
anna,7.549609165154532,NA,1,0
erik,8.527143522269405,NA,0,0
johan,8.571681376700306,NA,0,0
erik,8.62155320674048,NA,0,0
karl,8.794824928014517,NA,0,0
kurt,7.630461261783627,NA,0,0
ragnar,8.213381737034572,NA,0,0
carl,8.35936910622267,NA,0,0
sven,8.533066540572527,NA,0,0
knut,7.659171367666058,NA,0,0
knut,8.672486075822272,NA,0,0
karl,8.006367567650246,NA,0,0
per,8.644706511715198,NA,0,0
göta,7.495541943884256,NA,0,0
karl,8.221478947267192,NA,0,0
karl,8.006367567650246,NA,0,0
rut,7.495541943884256,NA,0,0
nils,8.125630988477065,0,0,1
harin,7.478734825567875,NA,0,0
axel,8.294049640102028,NA,0,0
per,8.623353387244627,NA,0,0
ebba,8.166216268592143,NA,1,0
